ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001783343-20-000039	YES	101	0001639328	Newport Liberty, LLC	660 NEWPORT CENTER DRIVE	SUITE 930	NEWPORT BEACH	CA	CALIFORNIA	92660	949-261-4900	DELAWARE							Limited Liability Company		withinFiveYears	2015
0001783343-20-000038	YES	101	0001297726	Pacific Diversified Strategies LLC	660 NEWPORT CENTER DRIVE	SUITE 930	NEWPORT BEACH	CA	CALIFORNIA	92660	949-261-4900	DELAWARE							Limited Liability Company		overFiveYears	
0001828119-20-000001	NO	102	0001828169	LEAD FUNDING II, LLC	7400 E. ORCHARD ROAD	SUITE 3000N	GREENWOOD VILLAGE	CO	COLORADO	80111	303-834-3494	COLORADO							Limited Liability Company		withinFiveYears	2015
0001828119-20-000001	YES	101	0001828119	LEAD FUNDING, LLC	7400 E. ORCHARD ROAD	SUITE 3000N	GREENWOOD VILLAGE	CO	COLORADO	80111	303-834-3494	COLORADO							Limited Liability Company		overFiveYears	
0001783343-20-000037	YES	101	0001605225	Newport Crater Lake, LLC	660 NEWPORT CENTER DRIVE	SUITE 930	NEWPORT BEACH	CA	CALIFORNIA	92660	949-261-4900	DELAWARE				Broadview Avenue, LLC			Limited Liability Company		overFiveYears	
0001783343-20-000036	YES	101	0001785958	PM Manager Fund, SPC. - Segregated Portfolio 48	190 ELGIN AVENUE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2019
0001651444-20-000002	YES	101	0001651444	McGraw-Hill Education, Inc.	1325 Avenue of the Americas		NEW YORK	NY	NEW YORK	10019	646-766-2626	DELAWARE							Corporation		overFiveYears	
0001783343-20-000035	YES	101	0001502963	PM Manager Fund, SPC - Segregated Portfolio 25	190 ELGIN AVENUE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0001827423-20-000003	YES	101	0001827423	Tesla Movie, LLC	11 EMBARCADERO WEST	STE. #140	OAKLAND	CA	CALIFORNIA	94607	510-272-0200 X 304	CALIFORNIA							Limited Liability Company		withinFiveYears	2020
0000935836-20-000570	YES	101	0001793070	Dynamic Alpha Offshore Fund, L.P.	C/O WALKERS, CAYMAN CORPORATE CENTER	27 HOSPITAL ROAD	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	425-828-4300	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2019
0001783343-20-000034	YES	101	0001469695	PM Manager Fund, SPC - Segregated Portfolio 14	190 ELGIN AVENUE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KYI-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0001783343-20-000033	YES	101	0001618895	NPB Manager Fund, SPC-Segregated Portfolio 102	190 ELGIN AVE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0001783343-20-000032	YES	101	0001788050	PCH Manager Fund, SPC. - Segregated Portfolio 214	190 ELGIN AVE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KYI-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2019
0001783343-20-000031	YES	101	0001787632	PCH Manager Fund, SPC. - Segregated Portfolio 213	190 ELGIN AVE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KYI-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2019
0001783343-20-000030	YES	101	0001715698	PCH Manager Fund, SPC-Segregated Portfolio 212	190 ELGIN AVENUE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2017
0001827895-20-000001	YES	101	0001827895	Define Ventures Fund II, L.P.	58 WEST PORTAL AVE, #258		SAN FRANCISCO	CA	CALIFORNIA	94127	415-737-6398	DELAWARE							Limited Partnership		withinFiveYears	2020
0001783343-20-000029	YES	101	0001709005	PM Manager Fund SPC - Segregated Portfolio 45	190 ELGIN AVENUE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2017
0001764098-20-000001	YES	101	0001764098	AEA INVESTORS SBF IV LP	666 FIFTH AVENUE, 36TH FLOOR		NEW YORK	NY	NEW YORK	10103	(212) 644-5900	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2018
0001796537-20-000002	YES	101	0001796537	WWC GEM Investment Fund LP	601 BRICKELL KEY DRIVE	SUITE 700	MIAMI	FL	FLORIDA	33131	9174202145	DELAWARE							Limited Partnership		withinFiveYears	2019
0001783343-20-000028	YES	101	0001695131	NPB Manager Fund, SPC-Segregated Portfolio 103	190 ELGIN AVENUE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2016
0001824214-20-000048	NO	102	0001789814	BC Tech Opportunities Private Investors, L.P.	200 CLARENDON STREET		BOSTON	MA	MASSACHUSETTS	02116	6175162000	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2019
0001824214-20-000048	YES	101	0001789820	Bain Capital Tech Opportunities Fund, L.P.	200 CLARENDON STREET		BOSTON	MA	MASSACHUSETTS	02116	6175162000	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2019
0001783343-20-000027	YES	101	0001591418	PM Manager Fund, SPC-Segregated Portfolio 33	190 ELGIN AVE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KYI-9005	345-914-3180	CAYMAN ISLANDS							Corporation		overFiveYears	
0000891839-20-000305	YES	101	0000862831	FINANCIAL INSTITUTIONS INC	220 LIBERTY STREET		WARSAW	NY	NEW YORK	14569	5857861100	NEW YORK							Corporation		overFiveYears	
0001825889-20-000002	YES	101	0001825889	Seafox Dycem 1 Ltd	2-4 ASHLEY TRADING ESTATE	ASHLEY PARADE	BRISTOL	X0	UNITED KINGDOM	BS29BB	4401179559921	UNITED KINGDOM							Corporation		withinFiveYears	2015
0000935836-20-000569	YES	101	0001793100	Dynamic Alpha Master Fund, L.P.	1014 MARKET STREET, SUITE 100		KIRKLAND	WA	WASHINGTON	98033	425-828-4300	DELAWARE							Limited Partnership		withinFiveYears	2019
0001783343-20-000026	YES	101	0001656906	PCH Manager Fund, SPC-Segregated Portfolio 204	190 ELGIN AVE	GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	345-914-3180	CAYMAN ISLANDS							Corporation		withinFiveYears	2015
0001161697-20-000447	YES	101	0001161582	GROWLIFE, INC.	5400 CARILLON POINT		KIRKLAND	WA	WASHINGTON	98033	(866) 781-5559	DELAWARE				PHOTOTRON HOLDINGS, INC.	CATALYST LIGHTING GROUP INC	WENTWORTH III INC	Corporation		overFiveYears	
0001828384-20-000002	YES	101	0001828384	Global One 36th Co-Investment LLC	1307 WHITEHORSE ROAD, STAFFORDSHIRE D		VOORHEES	NJ	NEW JERSEY	08043	856-770-0350	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001826782-20-000001	YES	101	0001826782	Reperio Health, Inc.	4784 SE 17TH AVE, SUITE 120		PORTLAND	OR	OREGON	97202	503-522-8024	DELAWARE	BoxDoctor, Inc.						Corporation		withinFiveYears	2020
0001589067-20-000001	YES	101	0001589067	Mercator Fund (DE) L.P.	505 PARK AVENUE	4TH FLOOR	NEW YORK	NY	NEW YORK	10022	(212) 421-1941	DELAWARE							Limited Partnership		overFiveYears	
0001791722-20-000001	YES	101	0001791722	Pula Capital Fund LP	200 GARRETT STREET	SUITE H	CHARLOTTESVILLE	VA	VIRGINIA	22902	434-951-9055	DELAWARE							Limited Partnership		withinFiveYears	2019
0001809324-20-000003	YES	101	0001809324	Riot Ventures Opportunity V-II C1C, LLC	11911 FREEDOM DRIVE	SUITE 1080	RESTON	VA	VIRGINIA	20190	7035634100	DELAWARE				Riot Ventures Opportunity V-II C1B, LLC			Limited Liability Company		withinFiveYears	2020
0001788997-20-000001	YES	101	0001788997	PF OZ Fund LLC	254 Commercial Street	Suite 118	PORTLAND	ME	MAINE	04101	207-358-1994	DELAWARE							Limited Liability Company		withinFiveYears	2019
0001828390-20-000001	YES	101	0001828390	Squid Ink, Inc.	78 BLANCHARD ROAD		BURLINGTON	MA	MASSACHUSETTS	01803	800-451-5797	DELAWARE							Corporation		withinFiveYears	2020
0001711509-20-000002	YES	101	0001711509	WWCIP VII, LLC	601 BRICKELL KEY DRIVE	SUITE 700	MIAMI	FL	FLORIDA	33131	917-420-2145	DELAWARE							Limited Liability Company		withinFiveYears	2017
0001827039-20-000001	YES	101	0001827039	MSolar Industries, LLC/VA	12504 LAKE RIDGE DRIVE	SUITE D	WOODBRIDGE	VA	VIRGINIA	22192	703-910-6103	VIRGINIA							Limited Liability Company		withinFiveYears	2020
0001828470-20-000002	YES	101	0001828470	Token Metrics	1629 K ST NW	STE 300	WASHINGTON	DC	DISTRICT OF COLUMBIA	20006	18889086536	DELAWARE							Corporation		withinFiveYears	2018
0001183740-20-000222	YES	101	0001561180	PETROTEQ ENERGY INC.	15315 W MAGNOLIA BLVD, SUITE 120		SHERMAN OAKS	CA	CALIFORNIA	91403	800-979-1897	ONTARIO, CANADA				MCW Energy Group Ltd	MCW Enterprises Ltd.		Corporation		overFiveYears	
0001820007-20-000029	YES	101	0001687203	Peach Road Fund, Ltd.	601 UNION STREET	56TH FLOOR	SEATTLE	WA	WASHINGTON	98101	206-613-6700	CAYMAN ISLANDS							Other	Exempted Company	withinFiveYears	2016
0001821881-20-000001	YES	101	0001821881	PeakBridge Newtrition (US), L.P.	171 OLD BAKERY STREET		VALLETTA	O1	MALTA	VLT 1455	(650) 843-5000	DELAWARE							Limited Partnership		withinFiveYears	2020
0001045510-20-000001	YES	101	0001045510	COLORCOM LTD	4221 W. 136th Avenue		BROOMFIELD	CO	COLORADO	80023	303-465-0830	COLORADO							Limited Partnership		overFiveYears	
0001828464-20-000001	YES	101	0001828464	EAST ROCK EAI FUND, LLC -- SERIES A	65 EAST 55TH STREET	33RD FLOOR	NEW YORK	NY	NEW YORK	10022	212-630-5004	DELAWARE							Other	SERIES OF SERIES LLC	withinFiveYears	2020
0001746619-20-000001	YES	101	0001828020	Picnic Ventures Ltd	3rd Floor, 1 Ashley Road	Altrincham	Cheshire	X0	UNITED KINGDOM	WA14 2DT	+44(0)7480 068217	UNITED KINGDOM							Corporation		withinFiveYears	2019
0001828509-20-000002	YES	101	0001828509	Frontpoint Security Holdings, LLC	1595 SPRING HILL ROAD	SUITE 700	VIENNA	VA	VIRGINIA	22182	8006064477	DELAWARE							Limited Liability Company		overFiveYears	
0000905718-20-001045	YES	101	0001738298	YS ALTNOTES I LLC	300 PARK AVENUE	15TH FLOOR	NEW YORK	NY	NEW YORK	10022	1-844-943-5378	DELAWARE							Limited Liability Company		withinFiveYears	2018
0000902664-20-003636	YES	101	0001827714	Long Pond Special Opportunities Fund, LP	527 MADISON AVENUE	15TH FLOOR	NEW YORK	NY	NEW YORK	10022	(212) 351-1950	DELAWARE							Limited Partnership		withinFiveYears	2020
0001792815-20-000003	YES	101	0001792815	Consolidated Machine & Tool Holdings, LLC	601 BRICKELL KEY DRIVE	SUITE 700	MIAMI	FL	FLORIDA	33131	917-420-2145	DELAWARE							Limited Liability Company		withinFiveYears	2017
0001828371-20-000001	YES	101	0001828371	Ark Angel Fund I LLC	30095 NORTHWESTERN HIGHWAY	SUITE 101	FARMINGTON HILLS	MI	MICHIGAN	48334	248-851-1200	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001820007-20-000028	YES	101	0001687201	Belfry Fund, L.P. - Core Portfolio	601 UNION STREET	56TH FLOOR	SEATTLE	WA	WASHINGTON	98101	206-613-6700	DELAWARE				Belfry Fund, L.P. Core Portfolio			Limited Partnership		withinFiveYears	2016
0001801186-20-000002	YES	101	0001801186	United Vet Care Holdings, LLC	601 HERITAGE DRIVE, STE 209		JUPITER	FL	FLORIDA	33458	856-357-1574	DELAWARE							Limited Liability Company		withinFiveYears	2019
0001718988-20-000001	YES	101	0001718988	LOTUS FUND LTD	VICTORIA PLACE - 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-278-7785	BERMUDA				Lotus Fund Ltd.	Lotus Fund, Ltd.		Other	A BERMUDA EXEMPTED COMPANY	overFiveYears	
0001479577-20-000008	YES	101	0001479577	HIG Holdings, LLC	500 WEST 13TH STREET		FORT WORTH	TX	TEXAS	76102	817334-3200	DELAWARE							Limited Liability Company		overFiveYears	
0001719086-20-000001	YES	101	0001719086	LOTUS FUND LP	VICTORIA PLACE - 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-278-7785	DELAWARE							Limited Partnership		withinFiveYears	2016
0001828551-20-000001	YES	101	0001828551	Obatala Sciences, Inc.	2000 LAKESHORE DRIVE, #4020		NEW ORLEANS	LA	LOUISIANA	70148	504-300-0266	DELAWARE							Corporation		withinFiveYears	2017
0001755834-20-000001	YES	101	0001755834	KLARA HOLDINGS LTD	VICTORIA PLACE - 3RD FLOOR WEST		HAMILTON	D0	BERMUDA	HM 10	4412787785	BERMUDA							Other	A Bermuda Exempted Company	withinFiveYears	2018
0001644401-20-000004	YES	101	0001644401	Wilton Re Ltd.	600-1741 LOWER WATER ST.		HALIFAX	Z4	CANADA (FEDERAL LEVEL)	B3J 0J2	902-420-3200	NOVA SCOTIA, CANADA	Cheddar Merger Holdings Limited						Corporation		overFiveYears	
0001812226-20-000001	YES	101	0001812226	Helios Holdings VI a series of Helios Holdings Master LLC	8 THE GREEN	SUITE 7105	DOVER	DE	DELAWARE	19901	5515799179	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001828491-20-000002	YES	101	0001828491	BL Fund I, a series of Hanfield Venture Partners, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001828435-20-000002	YES	101	0001828435	LE Gaingels Fund I, a series of Sajid Rahman Angel Funds, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001789885-20-000001	YES	101	0001789885	X Co-Investment I, L.P.	C/O ANGELO, GORDON & CO., L.P.	245 PARK AVENUE, 26TH FLOOR	NEW YORK	NY	NEW YORK	10167	212 692 2000	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2019
0001791972-20-000021	YES	101	0001791972	Palisades Goldcorp Ltd.	2500 - 700 WEST GEORGIA STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V7Y 1B3	(403) 614-2552	BRITISH COLUMBIA, CANADA							Corporation		withinFiveYears	2019
0001828546-20-000001	YES	101	0001828546	Lombard International Life Assurance Co Separate Account VL 279	ONE LIBERTY PLACE	1650 MARKET ST., 54TH FLOOR	PHILADELPHIA	PA	PENNSYLVANIA	19103	(484) 530-4800	PENNSYLVANIA							Other	insurance company separate account	withinFiveYears	2020
0001828402-20-000002	YES	101	0001828402	RI Fund I, a series of AngelList-GP-Funds-I, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001828320-20-000001	YES	101	0001828320	Graham Vance LLC	1801 FIFTH AVE N	SUITE 300	BIRMINGHAM	AL	ALABAMA	35203	205-871-7100	ALABAMA							Limited Liability Company		withinFiveYears	2020
0001720594-20-000003	YES	101	0001720594	CHANGE Global Frontier Markets, LP	416 NE DALLAS STREET, SUITE 202		CAMAS	WA	WASHINGTON	98607	360-844-5826	DELAWARE							Limited Partnership		withinFiveYears	2017
0001828321-20-000001	YES	101	0001828321	Vance Ventures, LLC	1801 FIFTH AVENUE N	SUITE 300	BIRMINGHAM	AL	ALABAMA	35203	205-871-7100	ALABAMA							Limited Liability Company		withinFiveYears	2019
0001828444-20-000002	YES	101	0001828444	YO Fund I, a series of Subscribe Ventures, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001828434-20-000002	YES	101	0001828434	CH Fund I, a series of YAD-AL Funds, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0000919574-20-006387	YES	101	0001791103	Fosse Capital Fund LP	251 LITTLE FALLS DRIVE		WILMINGTON	DE	DELAWARE	19808	44(0)2038280602	DELAWARE							Limited Partnership		withinFiveYears	2019
0001828480-20-000001	YES	101	0001828480	VIMOCITY INC.	4616 - 25TH AVENUE NE PMB 394		SEATTLE	WA	WASHINGTON	98105	(206) 400-6634	WASHINGTON							Corporation		withinFiveYears	2020
0001828461-20-000001	YES	101	0001828461	GPWM Legacy Income Qualified Opportunity Zone Fund LLC	339 W STATE ST	SUITE 201	EAGLE	ID	IDAHO	836161	208-938-5557	IDAHO							Limited Liability Company		withinFiveYears	2020
0001828418-20-000001	YES	101	0001828418	S2F Capital, LP	3060 PEACHTREE ROAD	SUITE 1885	ATLANTA	GA	GEORGIA	30305	540-529-8079	DELAWARE							Limited Partnership		withinFiveYears	2020
0001805751-20-000002	YES	101	0001805751	ZACK'S MIGHTY, INC.	1 DOCK 72 WAY	7TH FLOOR	BROOKLYN	NY	NEW YORK	11205	347-244-7381	DELAWARE	Zack's Mighty, LLC						Corporation		withinFiveYears	2018
0001823332-20-000002	YES	101	0001828344	Fremont Woodland Apartments, LLC	1700 WESTLAKE AVE N., SUITE 200		SEATTLE	WA	WASHINGTON	98109	(206) 446-6114	WASHINGTON							Limited Liability Company		withinFiveYears	2018
0000919574-20-006385	YES	101	0001791092	Fosse Capital Fund Ltd	UGLAND HOUSE	BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44(0)2038280602	CAYMAN ISLANDS							Other	Cayman Islands exempted company	withinFiveYears	2019
0001828462-20-000001	YES	101	0001828462	GPWM Real Estate Fund I LLC	339 W STATE ST	SUITE 201	EAGLE	ID	IDAHO	83616	208-938-5557	IDAHO							Limited Liability Company		withinFiveYears	2020
0001828520-20-000001	YES	101	0001828520	EA RIATTA RANCH LLC	6387B CAMP BOWIE BLVD STE 315		FORT WORTH	TX	TEXAS	76116	817-703-3742	TEXAS							Limited Liability Company		withinFiveYears	2020
0001773613-20-000001	YES	101	0001773613	Hatteras Venture Partners VI, LP	280 S. MANGUM STREET, SUITE 350		DURHAM	NC	NORTH CAROLINA	27701	919-484-0730	DELAWARE							Limited Partnership		withinFiveYears	2019
0001781877-20-000014	YES	101	0001781877	SEQL Inc.	1717 E. CARY STREET		RICHMOND	VA	VIRGINIA	23223	8042145678	DELAWARE				STAC Inc.			Corporation		withinFiveYears	2019
0001828160-20-000002	YES	101	0001827903	BREP BISHOP ARTS LP	3000 S. HULEN STREET	SUITE 124	FORT WORTH	TX	TEXAS	76109	817-585-9500	TEXAS							Limited Partnership		withinFiveYears	2020
0001797021-20-000001	YES	101	0001797021	PeerInvest 001	588 AMHERST TERRACE		SUNNYVALE	CA	CALIFORNIA	94087	2027585788	DELAWARE							Limited Liability Company		withinFiveYears	2019
0001823332-20-000001	YES	101	0001823332	Bexco Property XVIII LLC	11900 NE 1ST ST., STE. 300		BELLEVUE	WA	WASHINGTON	98005	(206) 326-8764	WASHINGTON							Limited Liability Company		withinFiveYears	2020
0001828543-20-000001	YES	101	0001828543	Crystal Lake MHC, LLC	129 E. FRONT STREET	SUITE 200	TRAVERSE CITY	MI	MICHIGAN	49684	443-379-2525	MICHIGAN							Limited Liability Company		withinFiveYears	2020
0001828160-20-000001	YES	101	0001828160	AMERICANA - EI ENERGY TRANSITION FUND I, LP	811 LOUISIANA STREET	SUITE 2420	HOUSTON	TX	TEXAS	77002	713-429-5552	DELAWARE							Limited Partnership		withinFiveYears	2020
0001745399-20-000003	YES	101	0001745399	Near Space Labs, Inc.	29 NORMAN AVENUE		BROOKLYN	NY	NEW YORK	11222	917-847-8909	DELAWARE				Swiftera, Inc.			Corporation		withinFiveYears	2017
0000097432-20-000002	YES	101	0000097432	TEXAS EASTERN TRANSMISSION LP	5400 WESTHEIMER COURT		HOUSTON	TX	TEXAS	77056	(713) 627-5400	DELAWARE				TEXAS EASTERN TRANSMISSION CORP			Limited Partnership		overFiveYears	
0001827034-20-000002	YES	101	0001827034	SCP PLUS TWO LP	410 S. RAMPART BLVD., STE. 350		LAS VEGAS	NV	NEVADA	89145	702-360-6000	NEVADA							Limited Partnership		withinFiveYears	2020
0000905718-20-001043	YES	101	0001673471	Shine, Inc.	1181 BROADWAY	SUITE 8012	NEW YORK	NY	NEW YORK	10001	912 480-7082	DELAWARE							Corporation		overFiveYears	
0001828009-20-000002	YES	101	0001828009	Sound Capital Construction Fund, LLC	929 108TH AVE NE, SUITE 1030		BELLEVUE	WA	WASHINGTON	98004	949-558-0960	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001716170-20-000006	YES	101	0001716170	Expanesthetics, Inc	1260 LAKE BLVD.	SUITE 231	DAVIS	X1	UNITED STATES	95616	8442987201	CALIFORNIA							Corporation		overFiveYears	
0001708696-20-000004	YES	101	0001708696	Instylla, Inc.	201 BURLINGTON ROAD		BEDFORD	MA	MASSACHUSETTS	01730	617-510-3859	DELAWARE							Corporation		withinFiveYears	2017
0001828218-20-000001	YES	101	0001828218	Brightstar Capital Partners Replay, L.P.	650 FIFTH AVENUE, 29TH FLOOR		NEW YORK	NY	NEW YORK	10019	(212) 430-2500	DELAWARE							Limited Partnership		withinFiveYears	2020
0001828249-20-000001	YES	101	0001828249	Vision Quest Virtual LLC	1923 SKOKIE VALLEY RD		HIGHLAND PARK	IL	ILLINOIS	60035	3123053366	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001716170-20-000005	YES	101	0001716170	Expanesthetics, Inc	1260 LAKE BLVD.	SUITE 231	DAVIS	X1	UNITED STATES	95616	8442987201	CALIFORNIA							Corporation		overFiveYears	
0001823640-20-000001	YES	101	0001823640	Canopy Holdings, LLC	820 S. Harrison Street		Denver	CO	COLORADO	80209	757-675-3338	VIRGINIA							Limited Liability Company		withinFiveYears	2020
0001825373-20-000001	YES	101	0001825373	Boldstart Opportunities II L.P.	30 East 23rd Street	5th Floor	NEW YORK	NY	NEW YORK	10010	917-243-9199	DELAWARE							Limited Partnership		withinFiveYears	2020
0001592650-20-000002	YES	101	0001592650	Aviation Ventures Series Fund II LLC Series Three	201 RIVERPLACE	SUITE 500	GREENVILLE	SC	SOUTH CAROLINA	29601	864-967-9838	DELAWARE							Limited Liability Company		overFiveYears	
0001104659-20-115242	YES	101	0001009759	CAPSTONE TURBINE Corp	16640 STAGG STREET		VAN NUYS	CA	CALIFORNIA	91406	818-734-5300	DELAWARE				CAPSTONE TURBINE CORP			Corporation		overFiveYears	
0001758863-20-000002	YES	101	0001758863	Kandji, Inc.	101 WEST BROADWAY, SUITE 550		SAN DIEGO	CA	CALIFORNIA	92101	4158408633	DELAWARE				Kandji LLC			Corporation		withinFiveYears	2018
0001828545-20-000001	YES	101	0001828545	Lombard International Life Assurance Co Separate Account VL 278	ONE LIBERTY PLACE	1650 MARKET ST., 54TH FLOOR	PHILADELPHIA	PA	PENNSYLVANIA	19103	(484) 530-4800	PENNSYLVANIA							Other	insurance company separate account	withinFiveYears	2020
0001590277-20-000001	YES	101	0001590277	Ixcela, Inc.	135 SOUTH ROAD		BEDFORD	MA	MASSACHUSETTS	01730	617-216-7160	DELAWARE				Counterpoint Health Solutions, Inc.			Corporation		overFiveYears	
0001828094-20-000001	YES	101	0001828094	Academy Fund I LLC	19455 DEERFIELD AVENUE	SUITE 307	LANSDOWNE	VA	VIRGINIA	20176	7033480156	VIRGINIA							Limited Liability Company		withinFiveYears	2020
0001795586-20-000003	YES	101	0001795586	Chime Financial, Inc.	77 MAIDEN LANE		SAN FRANCISCO	CA	CALIFORNIA	94108	415-603-6030	DELAWARE	1debit, Inc.						Corporation		overFiveYears	
0001777492-20-000001	YES	101	0001777492	Shoonya Digital, Inc.	5540 Cathederal Oaks Road		Santa Babara	CA	CALIFORNIA	93114	323-360-1755	DELAWARE							Corporation		withinFiveYears	2019
0001828338-20-000001	YES	101	0001828338	Silver Creek Dental Partners, LLC	23911 DANZIG BAY		DANA POINT	CA	CALIFORNIA	92629	650-922-0897	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001825372-20-000001	YES	101	0001825372	Boldstart Ventures V L.P.	30 East 23rd Street	5th Floor	NEW YORK	NY	NEW YORK	10010	917-243-9199	DELAWARE							Limited Partnership		withinFiveYears	2020
0001752732-20-000001	YES	101	0001752732	Bridging Feeder Fund I, LLC	C/O BRIDGING MANAGING MEMBER I, LTD.	94 SOLARIS AVE., CAMANA BAY, PO BOX 1348	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	(416) 309-8718	DELAWARE							Limited Liability Company		withinFiveYears	2018
0001104659-20-115238	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001104659-20-115237	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001104659-20-115236	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001828440-20-000001	YES	101	0001828440	LifeLine Torch Virta LLC	8447 WILSHIRE BOULEVARD	SUITE 200	BEVERLY HILLS	CA	CALIFORNIA	90211	323-452-9548	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001104659-20-115235	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
0001104659-20-115233	YES	101	0001080429	PACIFIC LIFE INSURANCE CO	700 NEWPORT CENTER DRIVE		NEWPORT BEACH	CA	CALIFORNIA	92660	949-219-3943	NEBRASKA				PACIFIC LIFE INSURANCE CO/CA			Other	Stock Life Insurance Company	overFiveYears	
